client_id,variation,count_confirm,count_start,count_step_1,count_step_2,count_step_3,time_confirm,time_start,time_step_1,time_step_2,time_step_3,start_count,Atrás,process_duration,completed
5159449,test,0,1,1,0,0,0.0,0.0,0.15,0.0,0.0,1,0,0 days 00:00:00,False
5159617,control,0,2,2,2,2,0.0,13079.9,1.85,1.38,2.85,2,1,0 days 00:00:00,False
5159936,control,0,1,1,1,1,0.0,0.0,0.87,0.98,0.38,1,0,0 days 00:00:00,False
5160049,test,1,2,2,2,2,4.4,32816.42,0.63,2.03,10.28,2,1,22 days 19:13:46,True
5160147,control,0,3,2,2,2,0.0,17116.37,1.42,3.1,2.27,3,1,0 days 00:00:00,False
5160270,test,1,1,1,1,1,0.62,0.0,0.15,0.4,1.07,1,0,0 days 00:02:14,True
5160684,test,1,1,1,1,1,0.85,0.0,1.9,0.2,1.53,1,0,0 days 00:04:29,True
5160778,test,0,3,2,2,2,0.0,0.78,0.18,0.73,2.0,3,4,0 days 00:00:00,False
5161092,control,0,10,4,3,4,0.0,73785.7,1.62,1.12,1.3,10,7,0 days 00:00:00,False
5161244,control,1,1,1,1,1,0.38,0.0,0.07,0.08,2.08,1,0,0 days 00:02:37,True
5161383,test,1,4,3,2,1,1.35,15.65,3.27,0.22,1.97,4,2,0 days 00:22:27,True
5161688,control,1,1,1,1,1,1.3,0.0,0.5,0.77,2.0,1,0,0 days 00:04:34,True
5161728,control,0,2,0,0,0,0.0,48899.28,0.0,0.0,0.0,2,0,0 days 00:00:00,False
5161793,control,1,1,1,1,1,13.02,0.0,0.72,0.12,1.37,1,0,0 days 00:15:13,True
5162023,test,1,1,1,1,1,0.57,0.0,0.07,0.17,0.2,1,0,0 days 00:01:00,True
5162149,test,0,3,0,0,0,0.0,1.85,0.0,0.0,0.0,3,0,0 days 00:00:00,False
5162202,control,1,1,1,1,1,1.87,0.0,0.77,1.6,0.7,1,0,0 days 00:04:56,True
5162378,control,0,4,1,1,1,0.0,17.83,0.1,0.18,2.03,4,1,0 days 00:00:00,False
5162401,control,1,1,1,1,1,0.38,0.0,0.2,0.35,0.93,1,0,0 days 00:01:52,True
5162491,test,0,4,2,2,3,0.0,12861.48,1.62,8.85,16.88,4,3,0 days 00:00:00,False
5162796,test,1,1,1,2,2,1.08,0.0,0.28,0.35,0.75,1,1,0 days 00:02:28,True
5162972,test,0,3,2,2,0,0.0,1.3,0.18,0.55,0.0,3,3,0 days 00:00:00,False
5163069,test,1,1,1,1,1,0.85,0.0,0.17,0.38,2.08,1,0,0 days 00:03:29,True
5163115,test,1,1,1,1,1,0.45,0.0,0.15,0.37,0.68,1,0,0 days 00:01:39,True
5163125,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
5163335,control,1,1,2,3,3,1.33,0.0,0.43,0.55,2.02,1,2,0 days 00:04:20,True
5163736,test,2,6,4,4,2,67205.12,10623.72,0.42,2.18,2.7,6,5,54 days 01:14:08,True
5163801,control,0,1,1,1,2,0.0,0.0,0.43,0.6,2.8,1,0,0 days 00:00:00,False
5163802,test,2,1,1,1,1,94499.7,0.0,0.17,1.53,2.15,1,0,65 days 15:03:33,True
5163858,control,1,1,1,1,1,0.92,0.0,0.13,0.2,3.8,1,0,0 days 00:05:03,True
5163977,test,0,5,2,4,0,0.0,97055.28,0.95,3.73,0.0,5,3,0 days 00:00:00,False
5164122,test,0,1,1,1,1,0.0,0.0,0.35,1.08,1.12,1,0,0 days 00:00:00,False
5164404,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
5164495,test,0,3,1,1,1,0.0,1.48,0.13,0.42,1.3,3,1,0 days 00:00:00,False
5164844,test,0,3,3,6,9,0.0,76461.15,1.53,8.3,5.72,3,6,0 days 00:00:00,False
5165430,test,1,15,9,18,17,2.53,25581.63,1.72,26.3,10.4,15,20,17 days 19:02:35,True
5165533,test,0,1,1,0,0,0.0,0.0,0.25,0.0,0.0,1,0,0 days 00:00:00,False
5165659,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
5166002,test,0,2,1,1,1,0.0,2.62,0.23,0.83,1.88,2,1,0 days 00:00:00,False
5166339,control,1,1,1,1,1,0.33,0.0,1.33,0.37,0.78,1,0,0 days 00:02:49,True
5166587,control,1,2,1,1,1,2.57,0.83,0.62,0.13,0.75,2,1,0 days 00:04:04,True
5166590,test,0,1,1,0,0,0.0,0.0,0.42,0.0,0.0,1,0,0 days 00:00:00,False
5166780,test,2,1,1,1,1,16.62,0.0,5.32,3.82,2.33,1,0,0 days 00:28:05,True
5166938,control,0,1,1,0,0,0.0,0.0,4.53,0.0,0.0,1,0,0 days 00:00:00,False
5166966,test,1,1,1,1,1,0.85,0.0,0.1,0.25,0.8,1,0,0 days 00:02:00,True
5167837,control,1,1,1,1,1,4.68,0.0,1.08,0.92,3.65,1,0,0 days 00:10:20,True
5167876,test,1,2,1,1,1,2.72,0.85,0.07,0.97,1.42,2,0,0 days 00:06:01,True
5168225,control,1,1,1,1,1,1.48,0.0,1.08,0.22,0.65,1,0,0 days 00:03:26,True
5168921,test,1,2,2,2,2,2.78,9839.55,1.1,1.28,5.85,2,1,6 days 20:10:34,True
5168960,test,1,2,2,1,1,0.9,2.52,0.22,0.22,0.9,2,1,0 days 00:04:45,True
5169181,test,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
5169342,test,1,1,1,1,1,0.32,0.0,0.07,0.12,0.33,1,0,0 days 00:00:50,True
5169372,control,2,1,1,1,1,4329.92,0.0,0.23,0.87,2.2,1,0,3 days 00:13:13,True
5170497,test,1,2,2,1,1,0.93,0.77,0.47,0.03,0.67,2,1,0 days 00:02:52,True
5170592,test,0,4,1,1,0,0.0,1.18,0.18,0.88,0.0,4,1,0 days 00:00:00,False
5170877,test,0,1,1,1,1,0.0,0.0,0.43,0.62,1.35,1,0,0 days 00:00:00,False
5171196,control,1,1,1,1,1,0.75,0.0,0.18,0.95,1.5,1,0,0 days 00:03:23,True
5171271,test,0,9,1,1,1,0.0,82.7,1.5,1.83,2.57,9,1,0 days 00:00:00,False
5171446,test,1,1,1,1,1,1.13,0.0,0.13,0.58,1.5,1,0,0 days 00:03:21,True
5171479,test,1,4,3,1,1,0.23,3.65,0.17,0.12,0.68,4,2,0 days 00:04:51,True
5171509,test,1,1,1,1,1,0.65,0.0,0.23,0.32,1.35,1,0,0 days 00:02:33,True
5171644,control,0,2,3,3,2,0.0,1.37,1.58,0.6,2.9,2,2,0 days 00:00:00,False
5171763,control,1,1,1,1,1,4.28,0.0,0.37,0.73,2.15,1,0,0 days 00:07:32,True
5171794,control,1,3,1,1,1,0.73,1.18,0.08,0.35,1.03,3,0,0 days 00:03:23,True
5171878,test,1,5,2,1,1,2.52,4461.55,1.53,0.6,2.77,5,1,0 days 00:08:58,True
5172248,test,0,1,1,1,1,0.0,0.0,0.33,0.62,0.68,1,0,0 days 00:00:00,False
5172392,control,1,1,1,1,1,8.72,0.0,0.97,1.83,1.45,1,0,0 days 00:12:58,True
5172671,control,1,1,1,1,1,0.92,0.0,0.55,0.33,5.25,1,0,0 days 00:07:03,True
5172802,test,0,5,1,1,0,0.0,41260.72,0.33,0.17,0.0,5,1,0 days 00:00:00,False
5173552,test,1,1,1,1,1,6.47,0.0,0.17,1.1,1.27,1,0,0 days 00:09:00,True
5173572,test,1,2,3,2,1,1.37,2.48,0.25,0.9,1.35,2,2,0 days 00:06:21,True
5173628,test,1,3,2,1,1,0.55,2.98,0.15,19.55,0.92,3,1,0 days 00:24:09,True
5173793,control,1,3,2,2,2,1.1,7205.57,0.6,0.13,2.07,3,2,3 days 17:57:55,True
5174359,test,0,1,4,4,1,0.0,0.0,0.48,1.38,1.63,1,3,0 days 00:00:00,False
5174899,test,1,2,1,1,1,0.73,0.02,0.1,0.1,2.05,2,0,0 days 00:03:00,True
5174918,test,1,1,1,1,1,0.37,0.0,0.08,0.18,0.78,1,0,0 days 00:01:25,True
5174934,test,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
5175035,control,0,6,4,3,3,0.0,45.13,3.03,0.35,3.58,6,4,0 days 00:00:00,False
5175305,test,0,2,2,1,0,0.0,0.02,0.35,0.15,0.0,2,2,0 days 00:00:00,False
5175329,test,3,1,1,1,1,4803.23,0.0,0.25,0.57,1.62,1,0,3 days 08:05:40,True
5175513,control,1,1,1,2,2,2.1,0.0,9.5,3.43,2.18,1,1,0 days 00:17:13,True
5175617,control,1,4,1,1,1,0.75,6.9,0.53,0.55,1.57,4,0,0 days 00:10:18,True
5175851,control,1,1,1,1,1,0.4,0.0,0.1,0.08,3.4,1,0,0 days 00:03:59,True
5176155,test,2,2,2,1,1,9.08,1463.18,0.18,0.27,1.07,2,1,1 days 00:33:47,True
5176307,control,0,2,1,1,0,0.0,1.83,0.48,0.35,0.0,2,1,0 days 00:00:00,False
5176331,test,0,2,2,3,2,0.0,28749.95,0.3,2.7,3.8,2,2,0 days 00:00:00,False
5176605,control,1,4,3,2,2,0.65,3414.73,0.43,1.23,2.42,4,3,0 days 00:04:38,True
5176958,control,1,2,2,2,1,0.32,69687.1,0.5,0.62,0.28,2,1,48 days 09:28:49,True
5177025,test,1,1,1,1,1,0.52,0.0,0.17,0.75,1.22,1,0,0 days 00:02:39,True
5177089,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
5177112,test,1,1,1,1,1,0.5,0.0,0.22,0.65,0.85,1,0,0 days 00:02:13,True
5177200,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
5177219,control,2,2,1,1,1,76302.88,2672.22,0.5,0.95,0.67,2,1,54 days 20:17:13,True
5177608,test,1,1,1,1,1,0.72,0.0,0.13,0.4,0.77,1,0,0 days 00:02:01,True
5177923,control,0,1,1,0,0,0.0,0.0,0.22,0.0,0.0,1,0,0 days 00:00:00,False
5178136,control,1,1,1,1,1,0.73,0.0,0.12,0.32,1.28,1,0,0 days 00:02:27,True
5178522,test,1,1,1,1,1,0.4,0.0,0.15,0.45,0.62,1,0,0 days 00:01:37,True
5178889,control,1,1,1,0,1,0.45,0.0,0.12,0.0,1.27,1,0,0 days 00:01:50,True
5179022,test,1,2,2,1,1,0.97,4.82,0.27,0.38,2.73,2,1,0 days 00:09:10,True
5179055,test,0,2,2,0,0,0.0,17798.82,3.35,0.0,0.0,2,1,0 days 00:00:00,False
5179331,control,1,9,4,3,1,0.62,49298.25,11.55,0.37,0.27,9,2,34 days 05:51:03,True
5179510,test,1,5,2,2,2,6.12,22886.07,2.08,1.28,14.4,5,1,15 days 21:49:57,True
5180119,test,1,5,3,2,2,0.65,15.8,0.23,0.33,1.58,5,2,0 days 00:18:36,True
5180168,test,1,1,1,1,1,0.8,0.0,0.4,0.08,1.08,1,0,0 days 00:02:22,True
5180278,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
5180395,test,1,1,1,1,1,0.48,0.0,0.2,0.45,0.78,1,0,0 days 00:01:55,True
5180590,test,1,1,1,1,1,0.33,0.0,0.17,0.17,0.83,1,0,0 days 00:01:30,True
5180865,test,1,2,2,1,1,0.43,7.72,0.15,0.07,0.2,2,1,0 days 00:08:34,True
5181226,test,1,1,2,2,1,2.93,0.0,0.43,2.4,1.75,1,1,0 days 00:07:31,True
5181289,test,1,1,1,1,1,0.92,0.0,0.15,1.05,1.75,1,0,0 days 00:03:52,True
5181335,test,0,7,5,2,0,0.0,17566.23,0.72,1.2,0.0,7,5,0 days 00:00:00,False
5181738,test,1,2,2,1,1,3.73,1.53,4.02,0.15,0.85,2,1,0 days 00:10:17,True
5181787,test,1,1,1,1,1,0.35,0.0,0.12,0.65,1.33,1,0,0 days 00:02:27,True
5181822,control,1,1,2,1,1,1.65,0.0,14.43,0.32,1.43,1,0,0 days 00:17:50,True
5181907,test,1,3,1,1,1,0.8,21284.23,0.07,0.38,1.22,3,0,14 days 18:46:42,True
5182313,test,1,2,2,1,1,0.37,0.98,0.13,0.12,0.37,2,1,0 days 00:01:58,True
5182613,control,1,6,1,1,1,3.6,3803.28,0.13,0.18,5.1,6,1,0 days 00:10:11,True
5182699,control,1,1,1,1,1,0.8,0.0,1.2,0.15,1.03,1,0,0 days 00:03:11,True
5182728,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
5182775,test,4,1,1,1,1,96079.25,0.0,0.17,0.23,0.75,1,0,66 days 17:20:24,True
5182958,control,1,7,2,2,4,18.43,1602.02,4.9,0.92,5.28,7,3,1 days 03:11:33,True
5183115,test,1,2,3,4,1,0.75,1075.78,11.13,2.63,0.75,2,2,0 days 18:11:03,True
5183637,test,2,1,1,1,1,5.02,0.0,0.68,0.52,3.65,1,0,0 days 00:09:52,True
5183929,control,0,1,1,2,1,0.0,0.0,0.15,0.97,1.48,1,0,0 days 00:00:00,False
5184046,control,1,1,1,1,1,0.62,0.0,0.18,0.13,1.83,1,0,0 days 00:02:46,True
5184096,test,0,10,2,2,2,0.0,113.83,3.55,22.13,18.48,10,3,0 days 00:00:00,False
5184243,test,1,2,2,1,1,0.38,4.05,0.15,0.15,0.78,2,1,0 days 00:05:31,True
5184648,test,1,2,3,1,1,0.77,0.33,0.52,0.82,1.88,2,1,0 days 00:04:19,True
5184711,control,1,1,1,1,1,0.37,0.0,2.4,0.3,1.42,1,0,0 days 00:04:29,True
5185429,control,0,1,1,1,0,0.0,0.0,0.38,0.28,0.0,1,0,0 days 00:00:00,False
5185897,test,0,1,1,0,0,0.0,0.0,0.27,0.0,0.0,1,0,0 days 00:00:00,False
5186330,control,1,2,1,1,1,2.37,0.0,1.5,0.22,0.3,2,0,0 days 00:04:23,True
5186778,control,1,1,2,2,1,1.02,0.0,0.65,0.87,0.53,1,1,0 days 00:03:04,True
5186923,control,0,11,1,1,0,0.0,22102.42,0.48,0.92,0.0,11,1,0 days 00:00:00,False
5186933,test,1,1,1,1,1,0.58,0.0,0.1,0.15,1.33,1,0,0 days 00:02:10,True
5187151,test,1,1,1,1,1,1.05,0.0,0.15,0.3,1.18,1,0,0 days 00:02:41,True
5187189,test,1,1,1,1,1,1.9,0.0,0.97,1.27,3.02,1,0,0 days 00:07:09,True
5187667,control,0,6,2,0,0,0.0,4.7,0.93,0.0,0.0,6,0,0 days 00:00:00,False
5187803,test,3,2,3,2,1,3615.3,6443.08,2.47,0.85,3.55,2,1,6 days 23:45:15,True
5187922,test,0,1,1,2,1,0.0,0.0,1.42,0.77,0.43,1,1,0 days 00:00:00,False
5188022,control,0,4,3,0,0,0.0,35254.58,1.33,0.0,0.0,4,2,0 days 00:00:00,False
5188045,test,0,2,1,1,0,0.0,0.33,1.1,0.87,0.0,2,1,0 days 00:00:00,False
5188201,control,1,1,1,1,1,1.03,0.0,0.18,0.85,0.33,1,0,0 days 00:02:24,True
5188587,test,0,2,1,0,0,0.0,2.77,0.18,0.0,0.0,2,1,0 days 00:00:00,False
5188690,test,1,3,2,2,2,0.62,5.8,0.48,1.38,2.92,3,1,0 days 00:11:12,True
5188803,test,1,1,1,1,1,0.7,0.0,0.13,0.32,2.1,1,0,0 days 00:03:15,True
5188831,test,1,3,2,1,1,3.73,2.1,0.28,0.08,3.15,3,1,0 days 00:09:21,True
5188935,control,1,2,1,1,1,1.12,3.43,0.17,0.32,1.08,2,0,0 days 00:06:07,True
5189179,control,1,11,2,1,1,2.0,1746.45,5.97,0.03,1.37,11,1,1 days 05:15:49,True
5189229,control,1,1,1,1,1,0.9,0.0,0.13,0.6,2.15,1,0,0 days 00:03:47,True
5189490,test,0,1,1,0,0,0.0,0.0,0.25,0.0,0.0,1,0,0 days 00:00:00,False
5189825,test,2,1,1,1,1,1786.97,0.0,0.13,0.8,10.93,1,0,1 days 05:58:50,True
5189871,control,1,1,2,1,1,0.93,0.0,1.33,0.1,1.67,1,0,0 days 00:04:02,True
5189898,control,1,1,1,1,1,0.98,0.0,0.07,0.1,1.12,1,0,0 days 00:02:16,True
5189980,test,2,4,2,1,1,8.12,2591.87,3.73,1.15,0.8,4,1,0 days 00:20:21,True
5190117,test,1,4,1,1,1,4.17,2990.92,0.57,0.82,0.73,4,1,0 days 01:38:22,True
5190284,control,1,2,2,1,1,1.28,3.03,0.62,0.23,0.47,2,1,0 days 00:05:38,True
5190544,test,1,3,2,1,1,1.1,4.03,2.02,0.38,0.57,3,1,0 days 00:08:06,True
5191224,control,0,2,1,0,0,0.0,0.0,0.45,0.0,0.0,2,0,0 days 00:00:00,False
5191385,test,1,1,1,1,1,0.35,0.0,0.08,0.15,0.8,1,0,0 days 00:01:23,True
5191587,control,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,2,0,0 days 00:00:00,False
5191858,test,0,4,4,2,2,0.0,5477.83,1.3,0.4,3.3,4,3,0 days 00:00:00,False
5191995,control,1,3,1,1,1,1.23,4.98,0.23,0.12,0.42,3,0,0 days 00:06:59,True
5192072,control,1,1,1,1,1,0.88,0.0,0.37,2.02,2.77,1,0,0 days 00:06:02,True
5192165,test,0,3,0,0,0,0.0,3.53,0.0,0.0,0.0,3,0,0 days 00:00:00,False
5192635,control,1,1,1,1,3,0.02,0.0,0.33,0.83,7.43,1,0,0 days 00:08:37,True
5192659,test,1,1,2,2,1,3.73,0.0,0.33,1.5,1.85,1,1,0 days 00:07:25,True
5192767,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
5192875,control,1,1,1,1,1,0.38,0.0,0.08,0.12,2.65,1,0,0 days 00:03:14,True
5192961,test,2,2,3,2,1,2627.58,3.95,1.33,0.38,0.68,2,2,1 days 19:53:56,True
5193039,test,0,1,1,1,0,0.0,0.0,0.13,0.77,0.0,1,0,0 days 00:00:00,False
5193751,control,1,2,2,1,1,1.22,25994.98,1.43,0.52,0.52,2,1,0 days 00:03:00,True
5194510,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
5194608,control,1,1,2,1,1,2.63,0.0,2.38,0.72,0.9,1,0,0 days 00:06:38,True
5194623,test,2,1,2,2,1,5789.37,0.0,4.07,1.2,5.27,1,1,4 days 00:39:54,True
5194745,control,1,1,1,1,1,1.13,0.0,3.53,0.63,2.05,1,0,0 days 00:07:21,True
5194754,control,1,1,1,1,1,2.38,0.0,0.15,0.28,2.22,1,0,0 days 00:05:02,True
5194824,test,0,10,3,3,1,0.0,41621.78,0.72,6.1,2.1,10,4,0 days 00:00:00,False
5194828,control,1,1,2,1,1,3.72,0.0,1.97,2.42,0.88,1,0,0 days 00:08:59,True
5195063,test,1,2,2,1,1,0.23,23557.32,0.2,0.07,0.48,2,1,16 days 08:38:18,True
5195254,control,0,1,1,1,0,0.0,0.0,0.35,0.23,0.0,1,0,0 days 00:00:00,False
5195261,control,1,1,1,1,1,2.75,0.0,0.18,1.07,0.85,1,0,0 days 00:04:51,True
5195325,test,0,2,1,1,1,0.0,4.65,0.9,0.23,1.58,2,1,0 days 00:00:00,False
5195712,test,0,3,0,0,0,0.0,0.63,0.0,0.0,0.0,3,0,0 days 00:00:00,False
5196791,test,1,1,1,1,1,0.35,0.0,0.07,0.17,1.12,1,0,0 days 00:01:42,True
5197285,test,2,1,1,1,1,0.67,0.0,0.15,0.33,2.37,1,0,0 days 00:03:31,True
5197524,test,1,1,1,1,1,1.57,0.0,0.88,0.77,0.82,1,0,0 days 00:04:02,True
5197627,test,1,2,1,1,1,2.78,3.37,0.15,0.43,0.85,2,0,0 days 00:07:35,True
5197863,test,1,4,2,2,1,4.65,25876.35,0.87,5.85,0.12,4,0,17 days 23:27:50,True
5198344,test,1,15,4,4,4,3.67,109452.18,1.67,2.3,9.18,15,5,76 days 00:29:00,True
5198732,test,1,1,1,1,1,2.03,0.0,0.18,1.47,1.25,1,0,0 days 00:04:56,True
5198774,test,0,6,4,0,0,0.0,81911.13,3.9,0.0,0.0,6,3,0 days 00:00:00,False
5198942,control,0,1,2,1,0,0.0,0.0,4.87,1.77,0.0,1,0,0 days 00:00:00,False
5198962,test,1,1,1,1,1,5.73,0.0,0.13,1.82,1.72,1,0,0 days 00:09:24,True
5199121,test,1,1,2,3,3,10.97,0.0,2.25,0.67,0.75,1,2,0 days 00:14:38,True
5199268,control,1,1,1,1,1,1.87,0.0,0.27,0.6,1.12,1,0,0 days 00:03:51,True
5199388,test,0,2,1,0,0,0.0,0.13,0.17,0.0,0.0,2,1,0 days 00:00:00,False
5199600,control,0,2,1,0,0,0.0,0.32,0.27,0.0,0.0,2,0,0 days 00:00:00,False
5200144,test,2,1,1,1,1,466.17,0.0,0.13,0.13,2.05,1,0,0 days 07:48:29,True
5200295,test,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
5200424,test,2,3,2,3,1,7273.65,9277.0,0.65,5.5,1.78,3,1,11 days 11:58:35,True
5200509,control,1,1,1,1,1,0.72,0.0,0.15,0.07,1.52,1,0,0 days 00:02:27,True
5200656,control,1,1,1,1,1,1335.62,0.0,0.08,0.27,0.33,1,0,0 days 22:16:18,True
5200905,test,1,3,3,1,1,2.43,11765.98,0.57,1.03,1.67,3,2,0 days 00:05:13,True
5200954,control,1,2,1,1,3,0.0,0.0,0.13,0.13,2.47,2,0,0 days 00:02:44,True
5201417,test,1,1,1,1,1,2.1,0.0,0.32,0.47,0.82,1,0,0 days 00:03:42,True
5201611,test,2,1,2,1,1,1.95,0.0,0.77,0.3,1.43,1,0,0 days 00:04:27,True
5201721,test,1,4,1,1,1,0.37,10955.7,0.32,0.8,1.7,4,0,7 days 14:38:53,True
5201743,test,1,2,3,2,1,0.37,1.72,0.52,0.13,0.23,2,2,0 days 00:02:58,True
5201744,control,1,3,2,3,3,0.45,10.38,3.52,1.83,4.37,3,2,0 days 00:20:33,True
5201853,test,1,1,1,1,1,0.42,0.0,0.13,0.27,2.47,1,0,0 days 00:03:17,True
5202033,test,2,2,2,1,1,1234.73,4.17,0.47,0.35,0.82,2,1,0 days 20:40:32,True
5202350,test,1,1,1,1,1,0.52,0.0,0.2,0.27,1.47,1,0,0 days 00:02:27,True
5202386,control,1,1,1,1,3,0.02,0.0,0.1,0.07,14.47,1,0,0 days 00:14:39,True
5202456,control,1,1,1,1,1,2.9,0.0,0.32,1.02,2.83,1,0,0 days 00:07:04,True
5202580,test,0,2,1,0,0,0.0,0.38,0.08,0.0,0.0,2,1,0 days 00:00:00,False
5202722,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
5202902,control,1,1,1,1,1,0.4,0.0,0.18,0.32,1.23,1,0,0 days 00:02:08,True
5203020,test,0,1,1,1,0,0.0,0.0,0.3,1.22,0.0,1,0,0 days 00:00:00,False
5203247,control,1,1,2,1,1,1.52,0.0,3.03,0.73,1.35,1,0,0 days 00:06:38,True
5203357,control,0,5,2,1,0,0.0,69718.9,1.35,1.0,0.0,5,2,0 days 00:00:00,False
5203411,control,1,1,1,2,1,13.33,0.0,0.78,1.75,1.88,1,0,0 days 00:17:45,True
5203477,test,0,3,2,1,1,0.0,0.87,1.32,0.12,0.58,3,2,0 days 00:00:00,False
5203608,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
5203638,control,1,2,1,1,1,0.85,2.25,0.15,0.45,1.87,2,0,0 days 00:05:34,True
5203969,test,1,1,1,1,1,11.78,0.0,0.18,0.33,0.72,1,0,0 days 00:13:01,True
5204027,test,3,1,2,2,1,2735.12,0.0,2.53,0.73,1.93,1,1,1 days 21:40:19,True
5204398,control,1,1,1,1,1,7.37,0.0,4.18,0.7,2.27,1,0,0 days 00:14:31,True
5204861,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
5205052,control,1,1,1,1,1,0.45,0.0,0.73,0.23,1.07,1,0,0 days 00:02:29,True
5205443,control,0,2,1,2,2,0.0,85.88,2.23,2.38,4.8,2,2,0 days 00:00:00,False
5205651,control,1,1,1,1,1,2.38,0.0,0.95,0.33,2.27,1,0,0 days 00:05:56,True
5205837,control,1,1,1,1,1,1.73,0.0,0.78,0.3,3.45,1,0,0 days 00:06:16,True
5205973,control,1,2,1,1,1,1.08,26.87,0.28,0.52,1.7,2,0,0 days 00:30:27,True
5206053,test,1,1,1,1,1,1.55,0.0,0.12,0.68,3.25,1,0,0 days 00:05:36,True
5206182,test,1,1,1,1,1,3.53,0.0,0.13,0.45,1.03,1,0,0 days 00:05:09,True
5206236,control,1,1,1,1,1,0.68,0.0,0.12,0.68,0.35,1,0,0 days 00:01:50,True
5206243,test,1,1,1,1,1,1.07,0.0,0.08,0.27,2.27,1,0,0 days 00:03:41,True
5206621,test,0,2,1,0,0,0.0,1.18,0.07,0.0,0.0,2,1,0 days 00:00:00,False
5206671,test,0,2,2,2,1,0.0,0.05,0.08,4.87,0.35,2,3,0 days 00:00:00,False
5206871,test,0,2,0,0,0,0.0,0.72,0.0,0.0,0.0,2,0,0 days 00:00:00,False
5206988,test,0,7,2,2,0,0.0,20160.88,0.15,0.77,0.0,7,2,0 days 00:00:00,False
5208097,control,1,1,1,1,1,0.4,0.0,0.22,0.98,1.8,1,0,0 days 00:03:24,True
5208415,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
5209064,test,0,2,4,2,0,0.0,0.33,3.02,2.28,0.0,2,3,0 days 00:00:00,False
5209141,test,2,1,1,1,1,2898.33,0.0,0.3,0.98,4.98,1,0,2 days 00:24:36,True
5209145,test,0,3,2,0,0,0.0,1.85,0.68,0.0,0.0,3,2,0 days 00:00:00,False
5209167,control,1,2,2,2,2,0.25,1.65,0.35,0.15,2.4,2,1,0 days 00:04:48,True
5209346,test,0,1,1,0,0,0.0,0.0,0.13,0.0,0.0,1,0,0 days 00:00:00,False
5209748,test,0,3,0,0,0,0.0,2.32,0.0,0.0,0.0,3,0,0 days 00:00:00,False
5209844,test,1,1,1,1,1,1.35,0.0,0.07,0.22,0.92,1,0,0 days 00:02:33,True
5210046,control,1,1,3,2,1,1.17,0.0,1.32,0.33,1.8,1,1,0 days 00:04:37,True
5210423,control,1,1,1,1,1,0.42,0.0,0.17,0.12,0.77,1,0,0 days 00:01:28,True
5210640,test,1,1,1,1,1,1.45,0.0,0.23,0.7,0.8,1,0,0 days 00:03:11,True
5210738,test,1,1,1,1,1,1.1,0.0,0.28,0.1,1.15,1,0,0 days 00:02:38,True
5210812,test,0,2,2,2,1,0.0,0.03,0.17,0.72,0.98,2,3,0 days 00:00:00,False
5210864,control,0,2,0,0,0,0.0,0.73,0.0,0.0,0.0,2,0,0 days 00:00:00,False
5210872,test,1,2,1,1,1,1.43,0.78,0.08,0.43,2.03,2,0,0 days 00:04:46,True
5211253,control,1,2,1,1,1,1.65,0.0,0.32,0.22,0.95,2,0,0 days 00:03:08,True
5211268,control,1,1,1,1,1,0.72,0.0,0.15,0.13,0.92,1,0,0 days 00:01:55,True
5211432,test,0,1,1,0,0,0.0,0.0,0.08,0.0,0.0,1,0,0 days 00:00:00,False
5211908,control,1,1,1,1,1,1.07,0.0,0.2,0.08,0.78,1,0,0 days 00:02:08,True
5211979,test,0,3,3,3,3,0.0,21167.85,0.78,1.82,5.68,3,2,0 days 00:00:00,False
5212054,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
5212142,control,1,1,1,1,1,1.2,0.0,0.42,4.62,0.43,1,0,0 days 00:06:40,True
5212205,test,1,1,1,1,1,1.68,0.0,0.13,0.68,0.75,1,0,0 days 00:03:15,True
