client_id,variation,count_confirm,count_start,count_step_1,count_step_2,count_step_3,time_confirm,time_start,time_step_1,time_step_2,time_step_3,start_count,Atrás,process_duration,completed
555,test,1,1,1,1,1,0.33,0.0,0.12,0.53,1.65,1,0,0 days 00:02:38,True
647,test,1,1,1,1,1,2.72,0.0,0.12,0.3,3.15,1,0,0 days 00:06:17,True
934,test,0,4,0,0,0,0.0,2.37,0.0,0.0,0.0,4,0,0 days 00:00:00,False
1028,control,0,1,5,2,1,0.0,0.0,4.2,0.18,4.58,1,2,0 days 00:00:00,False
1104,control,0,2,0,0,0,0.0,12402.25,0.0,0.0,0.0,2,0,0 days 00:00:00,False
1186,control,0,2,1,1,0,0.0,125.77,0.18,0.18,0.0,2,0,0 days 00:00:00,False
1195,control,1,1,1,1,1,1.38,0.0,0.55,1.63,0.52,1,0,0 days 00:04:05,True
1197,control,1,1,1,2,2,0.28,0.0,0.07,0.28,0.95,1,1,0 days 00:01:35,True
1336,test,3,1,1,1,1,136.1,0.0,0.42,0.43,0.85,1,0,0 days 02:17:48,True
1346,test,0,5,2,1,2,0.0,7.08,0.18,0.12,0.87,5,2,0 days 00:00:00,False
1368,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
1516,test,1,6,4,4,1,4.27,1818.17,1.88,2.35,10.12,6,4,1 days 06:36:47,True
1643,test,1,5,2,1,1,0.5,80203.03,1.42,0.27,9.7,5,1,55 days 16:54:55,True
1702,test,3,0,0,0,0,102123.35,0.0,0.0,0.0,0.0,0,0,0 days 00:00:00,True
1755,test,1,2,2,2,2,0.93,5484.55,2.12,1.17,1.1,2,1,3 days 19:29:52,True
1836,test,2,4,4,1,1,4.15,2322.02,1.38,0.45,0.45,4,3,0 days 00:05:09,True
1936,test,1,4,1,2,2,0.28,1.62,0.13,0.25,1.18,4,1,0 days 00:03:28,True
2439,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
2581,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
2720,test,0,3,0,0,0,0.0,2.88,0.0,0.0,0.0,3,0,0 days 00:00:00,False
3232,test,1,1,1,1,1,0.45,0.0,0.23,0.22,4.43,1,0,0 days 00:05:20,True
3572,test,1,1,1,1,1,1.35,0.0,0.17,0.9,1.83,1,0,0 days 00:04:15,True
3647,control,0,3,1,1,1,0.0,75083.67,0.23,1.77,7.57,3,1,0 days 00:00:00,False
3743,control,1,1,1,1,1,1.65,0.0,0.22,0.65,2.35,1,0,0 days 00:04:52,True
4369,test,1,1,1,1,1,9.13,0.0,0.18,0.43,0.78,1,0,0 days 00:10:32,True
4484,test,1,2,1,1,2,5.12,15.45,0.85,0.87,5.58,2,0,0 days 00:27:52,True
4603,test,2,1,1,1,1,4853.7,0.0,0.08,0.42,0.53,1,0,3 days 08:54:44,True
4717,test,1,3,2,2,2,1.7,20234.17,0.47,1.58,3.7,3,1,14 days 01:21:37,True
4870,test,1,1,1,1,1,0.38,0.0,0.08,4.88,1.52,1,0,0 days 00:06:52,True
5354,control,1,2,2,1,1,0.87,1431.03,0.32,0.13,0.28,2,1,0 days 00:01:30,True
5845,test,0,2,2,2,3,0.0,41752.25,0.32,1.53,19.27,2,1,0 days 00:00:00,False
6022,test,0,2,1,0,0,0.0,2.2,4.18,0.0,0.0,2,1,0 days 00:00:00,False
6150,test,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
6642,control,1,1,1,1,1,5.25,0.0,0.18,0.55,1.4,1,0,0 days 00:07:23,True
6904,test,1,1,1,1,1,0.65,0.0,0.13,0.5,0.8,1,0,0 days 00:02:05,True
6977,control,1,2,1,1,1,2.13,0.0,0.5,0.08,1.07,2,0,0 days 00:03:47,True
6985,control,1,2,1,1,1,3.32,4.92,0.58,0.77,0.85,2,0,0 days 00:10:26,True
7020,control,1,3,4,2,2,1.27,1735.82,1.13,0.65,1.52,3,4,0 days 00:03:56,True
7561,test,0,3,2,1,0,0.0,25807.08,0.48,0.27,0.0,3,2,0 days 00:00:00,False
7563,test,1,1,1,1,1,0.37,0.0,2.72,0.72,1.45,1,0,0 days 00:05:15,True
7567,control,1,2,1,1,1,1.0,0.0,0.6,0.2,0.55,2,0,0 days 00:02:21,True
7657,test,1,2,2,1,1,0.35,3.13,0.1,0.17,1.07,2,1,0 days 00:04:49,True
7723,test,1,1,1,1,1,0.93,0.0,0.43,2.22,1.6,1,0,0 days 00:05:11,True
7934,test,0,2,1,0,0,0.0,0.3,0.5,0.0,0.0,2,1,0 days 00:00:00,False
8023,test,0,1,1,0,0,0.0,0.0,0.1,0.0,0.0,1,0,0 days 00:00:00,False
8039,control,0,1,1,1,1,0.0,0.0,1.82,0.27,2.37,1,0,0 days 00:00:00,False
8055,test,1,1,1,1,1,2.35,0.0,0.37,1.37,0.87,1,0,0 days 00:04:57,True
8101,control,1,1,1,1,1,11.03,0.0,0.93,2.55,1.38,1,0,0 days 00:15:54,True
8124,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
8610,test,0,2,0,0,0,0.0,0.3,0.0,0.0,0.0,2,0,0 days 00:00:00,False
8712,test,0,2,2,2,0,0.0,10.15,1.22,0.18,0.0,2,1,0 days 00:00:00,False
8820,test,1,1,1,1,1,2.95,0.0,0.18,1.2,2.63,1,0,0 days 00:06:58,True
9229,control,0,3,3,2,0,0.0,1.0,0.35,0.2,0.0,3,3,0 days 00:00:00,False
9751,test,0,3,2,2,0,0.0,1.35,0.18,0.52,0.0,3,3,0 days 00:00:00,False
9767,control,1,3,2,2,2,1.92,27396.93,1.93,0.42,4.33,3,1,19 days 00:45:32,True
9845,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
9916,test,1,1,1,1,1,0.4,0.0,0.12,0.13,0.48,1,0,0 days 00:01:08,True
10344,control,0,5,0,0,0,0.0,55.67,0.0,0.0,0.0,5,0,0 days 00:00:00,False
10363,test,0,1,1,0,0,0.0,0.0,0.93,0.0,0.0,1,0,0 days 00:00:00,False
11040,test,1,1,1,1,1,0.45,0.0,0.13,0.68,0.73,1,0,0 days 00:02:00,True
11054,control,1,2,1,1,1,4.48,1.67,0.58,0.35,3.07,2,0,0 days 00:10:09,True
11070,control,1,5,2,2,2,1.12,30871.45,3.92,0.45,3.67,5,1,21 days 10:40:36,True
11122,control,1,1,1,1,1,1.08,0.0,0.92,0.13,1.38,1,0,0 days 00:03:31,True
11309,test,2,1,1,1,1,1605.27,0.0,0.17,0.42,2.1,1,0,1 days 02:47:57,True
11880,test,2,5,2,1,1,1377.68,3.88,0.22,0.27,1.47,5,1,0 days 23:03:31,True
12045,control,0,2,1,1,0,0.0,0.0,0.18,0.62,0.0,2,0,0 days 00:00:00,False
12785,test,1,1,1,2,2,17.88,0.0,0.38,1.95,12.93,1,0,0 days 00:33:09,True
13009,control,1,1,1,2,4,2.58,0.0,0.7,2.68,0.65,1,2,0 days 00:06:37,True
13735,test,2,1,1,1,1,2.15,0.0,0.18,0.13,0.88,1,0,0 days 00:03:21,True
13831,control,0,6,2,1,0,0.0,79162.57,0.37,0.32,0.0,6,1,0 days 00:00:00,False
14690,test,0,2,1,0,0,0.0,0.42,1.58,0.0,0.0,2,1,0 days 00:00:00,False
14775,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
15050,test,1,3,3,1,1,0.65,2.63,1.1,0.37,0.98,3,2,0 days 00:05:44,True
15189,test,1,1,1,1,1,0.37,0.0,0.13,0.47,1.48,1,0,0 days 00:02:27,True
15753,test,0,5,2,2,1,0.0,10012.88,0.38,1.8,0.37,5,3,0 days 00:00:00,False
15807,test,0,2,1,1,1,0.0,0.85,0.17,0.7,0.88,2,1,0 days 00:00:00,False
16095,control,0,1,1,1,1,0.0,0.0,0.12,0.23,0.8,1,0,0 days 00:00:00,False
16098,test,1,1,1,1,1,0.73,0.0,0.08,0.28,0.93,1,0,0 days 00:02:02,True
16135,control,1,7,5,1,1,1.8,4220.6,0.73,0.63,0.63,7,4,1 days 17:22:48,True
16202,control,0,2,1,0,0,0.0,0.0,0.35,0.0,0.0,2,0,0 days 00:00:00,False
16295,test,1,3,3,1,1,1.4,3.73,1.38,0.25,1.72,3,2,0 days 00:08:29,True
16549,control,2,4,2,2,2,12945.5,50670.48,0.58,1.8,3.62,4,2,44 days 04:21:59,True
16679,control,0,6,1,1,0,0.0,63290.75,0.33,0.1,0.0,6,1,0 days 00:00:00,False
16744,control,0,2,0,0,0,0.0,0.3,0.0,0.0,0.0,2,0,0 days 00:00:00,False
16747,control,1,1,1,1,1,1.1,0.0,0.13,0.13,1.23,1,0,0 days 00:02:36,True
16881,test,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
17008,control,1,1,1,1,1,2.17,0.0,0.83,0.3,2.13,1,0,0 days 00:05:26,True
17036,control,1,1,1,1,1,1.03,0.0,0.3,0.23,1.78,1,0,0 days 00:03:21,True
17160,control,1,4,3,1,1,1.78,20151.13,0.5,1.22,2.05,4,2,11 days 21:32:59,True
17170,test,1,1,1,1,1,1.58,0.0,0.43,0.72,1.68,1,0,0 days 00:04:25,True
17318,test,0,2,1,1,1,0.0,2.48,0.25,1.37,0.4,2,1,0 days 00:00:00,False
17404,test,1,1,1,1,1,0.93,0.0,0.12,0.13,0.47,1,0,0 days 00:01:39,True
18549,test,3,1,1,1,1,46197.13,0.0,0.07,0.22,1.98,1,0,32 days 01:59:24,True
18660,control,0,2,2,0,0,0.0,0.15,2.23,0.0,0.0,2,1,0 days 00:00:00,False
18973,control,1,2,1,1,1,0.75,7.03,0.18,0.45,4.88,2,0,0 days 00:13:18,True
19060,test,0,2,1,1,1,0.0,1.45,0.23,0.32,0.83,2,1,0 days 00:00:00,False
19613,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
19782,control,1,1,1,1,1,4.9,0.0,0.53,1.45,0.77,1,0,0 days 00:07:39,True
19813,control,1,2,1,1,1,7.5,0.02,0.2,1.37,2.12,2,0,0 days 00:11:12,True
19832,control,1,1,1,1,1,4.75,0.0,0.65,0.65,0.8,1,0,0 days 00:06:51,True
20091,control,1,3,2,1,1,0.33,2.35,0.38,0.35,1.48,3,1,0 days 00:04:54,True
20185,test,1,6,10,10,3,5.45,3261.27,20.1,15.57,4.47,6,8,2 days 07:06:51,True
20537,control,1,1,1,1,1,1.73,0.0,0.62,0.92,0.65,1,0,0 days 00:03:55,True
20564,test,1,1,1,3,4,3.17,0.0,0.23,3.48,7.03,1,2,0 days 00:13:55,True
20643,test,1,1,1,1,1,0.28,0.0,0.12,0.63,0.93,1,0,0 days 00:01:58,True
20668,test,0,2,1,0,0,0.0,0.02,0.1,0.0,0.0,2,0,0 days 00:00:00,False
20898,control,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
21200,test,0,2,1,1,1,0.0,2.82,0.2,1.23,0.77,2,1,0 days 00:00:00,False
21242,control,1,1,1,1,1,0.4,0.0,0.07,0.08,0.8,1,0,0 days 00:01:21,True
21281,test,1,2,3,2,1,2.32,21746.27,1.05,1.7,0.75,2,2,15 days 02:32:05,True
21353,control,1,1,1,3,3,1.38,0.0,0.37,1.68,0.82,1,2,0 days 00:04:15,True
21403,test,0,5,0,0,0,0.0,45482.93,0.0,0.0,0.0,5,0,0 days 00:00:00,False
21498,control,1,5,2,2,2,5.72,1420.75,0.58,2.75,0.9,5,1,0 days 23:50:42,True
21522,test,0,9,3,2,2,0.0,36806.77,1.13,1.35,3.0,9,5,0 days 00:00:00,False
21596,test,1,2,2,1,1,1.08,3.97,0.35,1.1,1.02,2,1,0 days 00:07:31,True
21719,control,0,1,1,1,1,0.0,0.0,0.27,0.15,2.13,1,0,0 days 00:00:00,False
21940,control,1,5,2,2,1,0.42,9589.17,1.27,1.55,0.17,5,1,6 days 15:52:34,True
21970,control,1,2,2,2,2,0.45,1.3,0.38,0.97,3.18,2,2,0 days 00:04:50,True
22007,test,2,1,1,1,1,8.02,0.0,0.23,0.8,0.7,1,0,0 days 00:09:45,True
22793,test,0,1,1,1,0,0.0,0.0,0.18,0.33,0.0,1,0,0 days 00:00:00,False
22885,control,0,5,7,6,5,0.0,1171.07,1.68,1.28,7.22,5,6,0 days 00:00:00,False
23276,control,1,1,1,1,3,0.02,0.0,0.37,0.28,3.8,1,1,0 days 00:04:28,True
23864,control,1,1,1,1,1,2.1,0.0,1.58,0.12,1.67,1,0,0 days 00:05:28,True
23914,test,1,1,1,1,1,0.28,0.0,0.23,0.13,1.33,1,0,0 days 00:01:59,True
24079,control,0,3,0,0,0,0.0,0.78,0.0,0.0,0.0,3,0,0 days 00:00:00,False
24443,test,1,6,6,5,3,0.0,40885.65,22.75,2.55,6.12,6,6,28 days 09:57:04,True
24572,test,1,2,2,1,1,2.55,2.68,0.15,0.25,1.32,2,1,0 days 00:06:57,True
24703,test,1,1,1,1,1,2.18,0.0,0.17,0.6,2.1,1,0,0 days 00:05:03,True
24710,control,1,1,1,1,1,1.42,0.0,0.45,0.38,1.53,1,0,0 days 00:03:47,True
24841,test,6,2,2,1,1,8571.63,1775.6,0.4,0.95,1.68,2,1,5 days 22:54:27,True
25022,test,1,1,1,1,1,5.42,0.0,0.65,1.18,2.22,1,0,0 days 00:09:28,True
25026,test,2,1,1,1,1,3.93,0.0,0.18,0.72,4.18,1,0,0 days 00:09:01,True
25043,control,1,1,1,1,1,1.0,0.0,0.13,0.67,0.25,1,0,0 days 00:02:03,True
25766,control,1,1,1,2,2,1.25,0.0,0.63,0.87,2.8,1,1,0 days 00:05:33,True
26036,test,1,1,1,1,1,0.25,0.0,0.05,0.17,0.55,1,0,0 days 00:01:01,True
26070,test,1,1,1,1,1,1.57,0.0,0.58,0.32,3.82,1,0,0 days 00:06:17,True
26105,test,1,2,1,1,1,0.67,0.65,0.2,0.37,0.65,2,0,0 days 00:02:32,True
26211,control,1,1,1,1,1,6.7,0.0,0.87,1.35,0.83,1,0,0 days 00:09:45,True
26286,control,0,1,1,0,0,0.0,0.0,0.67,0.0,0.0,1,0,0 days 00:00:00,False
26696,test,0,3,0,0,0,0.0,4.75,0.0,0.0,0.0,3,0,0 days 00:00:00,False
27021,control,1,2,2,2,2,1.3,14.03,0.47,0.28,6.62,2,1,0 days 00:22:42,True
27075,test,1,1,1,1,1,0.53,0.0,0.15,0.18,0.38,1,0,0 days 00:01:15,True
27241,control,1,3,3,2,1,0.63,664.12,0.45,0.17,0.62,3,2,0 days 11:04:53,True
27554,control,1,1,1,1,1,0.27,0.0,0.1,0.17,1.03,1,0,0 days 00:01:34,True
27764,test,3,2,2,1,1,1389.38,2.9,1.15,1.17,4.15,2,1,0 days 23:18:45,True
27907,test,1,1,1,1,1,5.15,0.0,0.07,0.1,0.87,1,0,0 days 00:06:11,True
27988,control,1,8,2,2,1,0.58,79009.05,1.07,1.13,0.62,8,1,54 days 20:52:27,True
28241,test,2,1,1,1,1,7.62,0.0,0.27,1.12,1.68,1,0,0 days 00:10:41,True
28371,test,1,2,2,2,1,0.45,21623.82,0.23,0.75,4.53,2,1,15 days 00:29:47,True
28542,control,1,1,1,1,1,1.83,0.0,3.98,0.62,1.73,1,0,0 days 00:08:10,True
28705,control,1,3,3,2,1,1.08,49000.2,1.2,0.68,1.77,3,2,34 days 00:44:56,True
28845,control,1,1,1,1,1,0.93,0.0,0.32,0.25,1.38,1,0,0 days 00:02:53,True
28857,control,1,4,5,4,3,1.43,78583.48,8.17,1.3,6.2,4,3,54 days 14:00:35,True
29227,test,2,3,1,1,1,2.87,2.57,0.35,0.83,0.62,3,0,0 days 00:07:14,True
29527,test,1,1,1,2,1,1.5,0.0,0.25,2.73,1.48,1,0,0 days 00:05:58,True
29595,control,3,1,1,1,1,30083.93,0.0,0.13,0.08,1.73,1,0,20 days 21:25:53,True
30318,test,1,5,3,2,2,0.75,24570.95,1.0,2.43,4.72,5,2,17 days 01:39:51,True
30462,test,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
30493,test,1,2,3,1,1,4.45,1.12,3.8,0.17,0.43,2,1,0 days 00:09:58,True
31191,control,0,2,0,0,0,0.0,1.08,0.0,0.0,0.0,2,0,0 days 00:00:00,False
31264,control,1,3,2,2,1,0.47,60572.08,0.25,0.28,1.67,3,1,42 days 01:34:45,True
31336,test,2,2,6,4,2,3965.95,5509.08,0.87,0.48,1.82,2,4,6 days 13:58:12,True
31404,test,1,1,1,1,1,0.93,0.0,0.2,0.7,1.47,1,0,0 days 00:03:18,True
31499,test,1,3,2,2,1,0.88,4.22,0.52,4.7,2.42,3,1,0 days 00:12:44,True
31502,control,1,2,2,2,2,0.88,3.95,0.18,0.17,5.42,2,1,0 days 00:10:36,True
31597,test,8,16,10,9,9,2.02,39757.72,1.07,0.77,0.9,16,2,27 days 14:42:28,True
31715,control,1,1,1,1,1,0.67,0.0,0.57,0.1,1.48,1,0,0 days 00:02:49,True
31766,test,0,3,3,1,0,0.0,54.85,2.67,0.9,0.0,3,2,0 days 00:00:00,False
32197,control,1,1,1,1,1,1.63,0.0,0.08,0.43,1.4,1,0,0 days 00:03:33,True
32305,control,0,1,1,0,0,0.0,0.0,1.23,0.0,0.0,1,0,0 days 00:00:00,False
32471,test,0,3,2,2,2,0.0,0.7,0.25,0.18,1.75,3,4,0 days 00:00:00,False
32521,test,1,1,1,1,1,1.18,0.0,0.48,1.2,0.43,1,0,0 days 00:03:18,True
32746,test,1,4,3,1,1,1.22,2.77,0.68,0.22,1.05,4,2,0 days 00:05:56,True
32859,control,0,1,1,1,1,0.0,0.0,1.05,0.32,1.17,1,0,0 days 00:00:00,False
33190,control,1,1,1,1,1,0.92,0.0,0.25,0.28,6.13,1,0,0 days 00:07:35,True
33265,test,2,1,1,1,1,3278.37,0.0,0.37,0.55,2.72,1,0,2 days 06:42:00,True
33463,control,1,2,3,3,3,0.57,8.1,0.6,0.23,1.77,2,3,0 days 00:11:16,True
33472,test,5,1,1,1,1,4488.82,0.0,0.12,0.83,2.8,1,0,3 days 02:52:34,True
33752,test,1,1,1,1,1,0.63,0.0,0.15,0.63,0.28,1,0,0 days 00:01:42,True
34067,control,1,2,2,1,1,7.73,4.82,1.5,0.83,0.93,2,1,0 days 00:15:49,True
34101,test,0,4,0,0,0,0.0,0.52,0.0,0.0,0.0,4,0,0 days 00:00:00,False
34267,control,1,1,1,1,1,0.58,0.0,0.18,0.73,0.33,1,0,0 days 00:01:50,True
34501,control,0,4,2,2,0,0.0,82378.22,0.08,0.38,0.0,4,3,0 days 00:00:00,False
34603,control,1,1,1,1,1,2.0,0.0,0.17,0.97,2.38,1,0,0 days 00:05:31,True
34608,test,0,1,1,0,0,0.0,0.0,0.37,0.0,0.0,1,0,0 days 00:00:00,False
34631,control,0,3,2,1,1,0.0,6.52,0.23,0.55,1.93,3,2,0 days 00:00:00,False
35010,test,0,2,2,1,0,0.0,0.02,0.95,0.58,0.0,2,2,0 days 00:00:00,False
35087,control,0,1,2,2,0,0.0,0.0,69.48,0.48,0.0,1,1,0 days 00:00:00,False
35091,test,0,2,1,0,0,0.0,0.58,0.13,0.0,0.0,2,1,0 days 00:00:00,False
35138,test,3,1,1,1,1,66543.3,0.0,0.3,2.05,0.92,1,0,46 days 05:06:34,True
35181,test,1,3,2,1,1,1.43,6292.38,1.07,0.88,1.88,3,1,4 days 08:57:39,True
35257,control,1,1,1,1,1,0.97,0.0,0.15,0.4,0.33,1,0,0 days 00:01:51,True
35346,control,1,1,1,1,1,0.98,0.0,0.45,0.2,1.25,1,0,0 days 00:02:53,True
35417,control,1,1,1,1,1,0.75,0.0,0.17,0.43,0.67,1,0,0 days 00:02:01,True
35476,test,1,5,3,1,1,0.57,63212.72,6.22,0.38,3.1,5,1,43 days 21:42:59,True
35922,test,1,2,1,1,1,20.27,0.52,0.08,0.73,1.88,2,0,0 days 00:23:29,True
36109,control,3,2,2,1,1,11.63,7278.3,1.38,1.68,1.18,2,1,0 days 00:15:20,True
36342,test,1,1,1,1,1,0.85,0.0,0.22,0.35,2.38,1,0,0 days 00:03:48,True
36363,test,1,1,1,1,1,2.03,0.0,0.08,0.95,1.38,1,0,0 days 00:04:27,True
36430,test,3,1,1,2,3,10.37,0.0,0.65,0.47,8.63,1,1,0 days 00:20:07,True
36432,test,0,2,2,1,0,0.0,0.03,2.92,0.28,0.0,2,2,0 days 00:00:00,False
36555,test,0,5,3,1,1,0.0,33.73,6.18,0.43,2.03,5,1,0 days 00:00:00,False
36986,test,1,6,5,2,2,1.15,19874.18,2.3,0.58,0.88,6,4,13 days 19:14:27,True
37064,control,1,1,1,3,3,1.35,0.0,0.88,1.18,2.45,1,2,0 days 00:05:52,True
37295,control,1,2,1,2,2,1.5,0.0,0.4,0.6,4.08,2,1,0 days 00:06:35,True
37408,control,1,1,1,1,1,1.37,0.0,1.38,1.05,1.78,1,0,0 days 00:05:35,True
37423,test,1,7,5,1,1,1.12,10337.33,10.32,0.7,1.83,7,4,6 days 02:13:47,True
37667,test,1,1,1,1,1,0.8,0.0,0.15,0.2,0.9,1,0,0 days 00:02:03,True
37691,test,0,3,1,0,0,0.0,2.48,0.17,0.0,0.0,3,1,0 days 00:00:00,False
37705,test,1,1,1,1,1,1.08,0.0,3.17,0.25,1.43,1,0,0 days 00:05:56,True
37897,test,1,1,1,1,1,0.35,0.0,0.18,0.85,0.25,1,0,0 days 00:01:38,True
38275,test,0,3,0,0,0,0.0,1533.2,0.0,0.0,0.0,3,0,0 days 00:00:00,False
38283,test,1,3,2,1,1,0.7,1.18,1.63,0.1,0.62,3,1,0 days 00:04:14,True
38340,test,2,1,1,1,1,3.05,0.0,0.17,0.63,0.48,1,0,0 days 00:04:20,True
38551,test,1,2,1,1,1,1.8,1067.43,0.65,0.57,0.8,2,1,0 days 00:03:49,True
38685,control,2,1,1,1,1,4420.88,0.0,1.08,0.45,1.33,1,0,3 days 01:43:45,True
38714,control,1,1,1,1,1,1.0,0.0,0.13,0.37,0.4,1,0,0 days 00:01:54,True
38775,test,0,2,0,0,0,0.0,1.58,0.0,0.0,0.0,2,0,0 days 00:00:00,False
38930,control,1,1,2,2,2,0.65,0.0,0.35,0.2,4.73,1,1,0 days 00:05:56,True
38963,control,1,1,1,1,1,14.1,0.0,0.62,1.12,2.13,1,0,0 days 00:17:58,True
39004,test,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0 days 00:00:00,False
39075,control,1,1,1,1,1,0.82,0.0,0.57,0.82,0.32,1,0,0 days 00:02:31,True
39566,test,1,1,1,1,1,1.17,0.0,0.97,0.45,0.9,1,0,0 days 00:03:29,True
39968,control,0,2,0,0,0,0.0,4.35,0.0,0.0,0.0,2,0,0 days 00:00:00,False
40283,test,0,10,0,0,0,0.0,61665.68,0.0,0.0,0.0,10,0,0 days 00:00:00,False
40439,test,1,1,1,1,1,0.3,0.0,0.08,0.18,0.62,1,0,0 days 00:01:11,True
40969,test,0,4,1,0,0,0.0,4.42,0.05,0.0,0.0,4,1,0 days 00:00:00,False
41122,test,1,1,1,1,1,1.07,0.0,0.1,0.45,0.92,1,0,0 days 00:02:32,True
41142,test,3,7,2,1,1,2926.2,50428.87,0.22,4.65,0.65,7,1,37 days 01:20:35,True
41199,test,1,1,1,1,1,4.23,0.0,0.22,1.15,5.42,1,0,0 days 00:11:01,True
41237,test,2,1,1,1,1,1.9,0.0,0.22,0.32,1.3,1,0,0 days 00:03:44,True
41516,control,1,1,1,1,1,0.47,0.0,0.08,0.13,0.63,1,0,0 days 00:01:19,True
41652,control,0,1,1,0,0,0.0,0.0,0.43,0.0,0.0,1,0,0 days 00:00:00,False
41924,test,0,5,1,1,0,0.0,107293.32,0.33,0.3,0.0,5,1,0 days 00:00:00,False
42082,control,1,2,1,1,1,2.18,0.02,0.53,1.03,2.32,2,0,0 days 00:06:05,True
42296,control,0,4,1,0,0,0.0,15633.78,2.15,0.0,0.0,4,0,0 days 00:00:00,False
42349,test,1,1,1,1,1,0.53,0.0,0.12,0.4,1.37,1,0,0 days 00:02:25,True
42725,test,1,1,1,1,1,0.43,0.0,0.17,0.15,1.6,1,0,0 days 00:02:21,True
43494,control,0,4,1,1,0,0.0,8220.35,0.72,0.77,0.0,4,1,0 days 00:00:00,False
43645,test,2,1,1,1,1,3.45,0.0,0.1,0.35,0.68,1,0,0 days 00:04:35,True
43766,control,0,1,1,0,0,0.0,0.0,0.1,0.0,0.0,1,0,0 days 00:00:00,False
44060,control,1,2,3,2,1,0.7,1.12,1.5,0.22,1.25,2,2,0 days 00:04:47,True
44216,control,1,3,1,1,1,1.23,1.42,0.38,0.28,1.47,3,0,0 days 00:04:47,True
44705,test,1,3,2,1,1,0.57,40.18,0.38,0.17,4.13,3,1,0 days 00:45:26,True
44860,control,1,1,1,1,1,2.22,0.0,0.37,0.12,1.6,1,0,0 days 00:04:18,True
44932,test,1,1,1,1,1,0.35,0.0,0.17,0.43,1.35,1,0,0 days 00:02:18,True
44995,test,0,1,1,0,0,0.0,0.0,0.25,0.0,0.0,1,0,0 days 00:00:00,False
45131,test,2,4,2,2,2,23.18,6796.28,1.6,3.78,1.45,4,1,4 days 17:46:18,True
45232,test,1,7,1,1,1,1.52,48912.13,4.18,0.72,0.77,7,0,33 days 23:19:19,True
45485,test,1,1,1,2,3,0.97,0.0,1.12,9.77,7.55,1,1,0 days 00:19:24,True
45510,test,1,3,2,2,2,0.43,15138.75,0.15,0.48,1.63,3,1,10 days 12:21:27,True
46223,control,0,1,1,1,1,0.0,0.0,0.27,0.62,0.97,1,0,0 days 00:00:00,False
46790,test,0,2,1,1,0,0.0,0.75,0.12,0.12,0.0,2,1,0 days 00:00:00,False
46934,test,0,4,0,0,0,0.0,0.4,0.0,0.0,0.0,4,0,0 days 00:00:00,False
47402,control,0,3,1,1,0,0.0,679.32,0.1,0.17,0.0,3,1,0 days 00:00:00,False
47571,control,1,1,1,1,1,6.07,0.0,0.22,0.18,8.23,1,0,0 days 00:14:42,True
47860,test,0,2,1,1,2,0.0,9.65,2.15,1.12,18.0,2,1,0 days 00:00:00,False
47933,control,1,3,2,1,1,2.47,3920.43,0.32,0.22,4.9,3,1,0 days 00:07:47,True
48241,control,0,8,7,3,0,0.0,1224.77,22.58,0.5,0.0,8,7,0 days 00:00:00,False
48424,control,0,4,4,2,3,0.0,11.73,0.32,0.53,5.57,4,3,0 days 00:00:00,False
48431,control,1,1,1,1,1,1.28,0.0,0.13,0.67,2.28,1,0,0 days 00:04:22,True
48448,test,2,2,1,1,1,6070.7,0.05,0.05,0.57,0.32,2,0,4 days 05:11:41,True
48724,test,1,5,2,2,2,0.63,3.65,0.28,0.5,5.05,5,1,0 days 00:10:07,True
49412,control,1,1,1,3,3,0.67,0.0,0.13,1.0,1.22,1,2,0 days 00:03:01,True
49450,control,1,2,2,2,2,1.95,17.72,9.2,0.93,0.78,2,1,0 days 00:30:35,True
49709,test,1,1,1,4,4,3.88,0.0,0.85,1.23,1.0,1,3,0 days 00:06:58,True
49998,test,0,1,1,0,0,0.0,0.0,5.73,0.0,0.0,1,0,0 days 00:00:00,False
50053,test,1,1,1,1,1,2.35,0.0,0.17,0.77,1.57,1,0,0 days 00:04:51,True
50090,test,1,1,1,1,1,0.6,0.0,0.2,0.5,0.68,1,0,0 days 00:01:59,True
50185,control,1,1,1,1,1,0.63,0.0,0.1,0.08,2.02,1,0,0 days 00:02:50,True
50271,control,1,1,1,1,1,0.77,0.0,0.5,0.2,2.68,1,0,0 days 00:04:09,True
